loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system,custom_risk_score,unmapped_vendor_data
LN-08270910-10795,BW-08270910-10795,STUDENT,2023-05-29,2025-05-18,299930.76,238812.71,11.16,24,XX1,AUTO_PURCHASE,E,5 years,$75k-$100k,DEFAULT,252,ApexServicing,2023-07-28,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-590,
LN-08270910-10796,BW-08270910-10796,COMMERCIAL,2024.05.10,2026-11-21,33470.48,9949.45,14.78,36,CA,BUSINESS_EXPANSION,B,2 years,$25k-$50k,CURRENT,0,DeltaServicing,2024-02-05,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10797,BW-08270910-10797,COMMERCIAL,2023-01-28,2032-12-06,257650.94,202241.09,9.79,120,CA,DEBT_CONSOLIDATION,E,< 1 year,$75k-$100k,LATE_90,95,DeltaServicing,2023-03-29,2026-08-27,PENDING,LOS_ALPHA,,VENDOR-TAG-51
LN-08270910-10798,BW-08270910-10798,STUDENT,2023-08-26,2027-08-05,277001.9,73997.44,16.13,48,NC,DEBT_CONSOLIDATION,B,2 years,<$25k,CLOSED,0,BetaServicing,2023-10-25,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10799,BW-REPEAT-2,MORTGAGE,2023-03-14,2025-03-03,35994.77,27030.78,7.06,24,FL,BUSINESS_EXPANSION,A,< 1 year,<$25k,CURRENT,0,BetaServicing,2023-05-13,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10800,BW-08270910-10800,AUTO,2023-08-19,2053-03-14,169116.98,76459.39,11.75,360,PA,DEBT_CONSOLIDATION,F,1 year,<$25k,CLOSED,0,GammaServicing,2023-10-18,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-177,VENDOR-TAG-88
LN-08270910-10801,BW-08270910-10801,COMMERCIAL,2024-05-10,2022-05-10,142631.0,23994.73,7.7,48,FL,EDUCATION,E,2 years,<$25k,LATE_90,100,GammaServicing,2023-05-20,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10802,BW-08270910-10802,STUDENT,2023-06-03,2027-05-13,177887.71,117322.06,15.68,48,TX,AUTO_PURCHASE,B,1 year,$75k-$100k,LATE_60,86,GammaServicing,2023-08-02,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10803,BW-08270910-10803,STUDENT,2023-07-05,2026-06-19,62740.11,46347.85,15.94,36,IL,AUTO_PURCHASE,F,1 year,$100k+,CURRENT,0,GammaServicing,2023-09-03,2026-08-27,VERIFIED,ORIGINATION_API,,
LN-08270910-10804,BW-08270910-10804,STUDENT,2023-06-03,2027-05-13,81028.12,65574.68,10.83,48,NC,EDUCATION,E,5 years,$50k-$75k,LATE_90,103,GammaServicing,2023-08-02,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10805,BW-08270910-10805,PERSONAL,2023-05-29,2052-12-22,27532.14,20994.17,18.35,360,NC,AUTO_PURCHASE,D,10+ years,$50k-$75k,LATE_60,83,ApexServicing,2023-07-28,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-857,
LN-08270910-10806,BW-08270910-10806,STUDENT,2023-08-20,2033-06-28,163745.33,37462.76,15.11,120,TX,HOME_PURCHASE,F,10+ years,$25k-$50k,CLOSED,0,BetaServicing,2023-10-19,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10807,BW-08270910-10807,MORTGAGE,2023-08-07,2027-07-17,189750.89,18500.5,16.51,48,WA,AUTO_PURCHASE,B,< 1 year,$25k-$50k,CURRENT,105,DeltaServicing,2023-10-06,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10808,BW-08270910-10808,COMMERCIAL,2023-08-26,2026-08-10,12449.34,4475.32,17.65,36,OH,DEBT_CONSOLIDATION,D,< 1 year,$25k-$50k,CLOSED,0,ApexServicing,2023-10-25,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10809,BW-08270910-10809,COMMERCIAL,2023-05-17,2028-04-20,156234.02,35585.66,8.22,60,IL,BUSINESS_EXPANSION,B,2 years,<$25k,LATE_30,43,BetaServicing,2023-07-16,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-955,VENDOR-TAG-18
LN-08270910-10810,BW-08270910-10810,COMMERCIAL,2023-03-26,2025-03-15,85666.97,37817.89,11.66,24,ZZ,DEBT_CONSOLIDATION,A,1 year,$25k-$50k,CURRENT,0,GammaServicing,2023-05-25,2026-08-27,VERIFIED,ORIGINATION_API,,VENDOR-TAG-42
LN-08270910-10811,BW-08270910-10811,AUTO,2023-02-26,2052-09-21,112178.79,44500.86,4.74,360,NC,BUSINESS_EXPANSION,A,10+ years,<$25k,CURRENT,0,GammaServicing,2023-04-27,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10812,BW-08270910-10812,PERSONAL,2023-12-22,2028-11-25,216020.28,86083.32,6.55,60,TX,DEBT_CONSOLIDATION,B,5 years,$25k-$50k,DEFAULT,199,DeltaServicing,2024-02-20,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10813,BW-08270910-10813,MORTGAGE,2023-10-28,2026-10-12,138626.24,48454.68,8.81,36,TX,AUTO_PURCHASE,B,10+ years,<$25k,CLOSED,0,DeltaServicing,2023-12-27,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-185,
LN-08270910-10814,BW-08270910-10814,PERSONAL,2023-10-17,2033-08-25,271591.51,145975.61,14.03,120,OH,BUSINESS_EXPANSION,B,1 year,<$25k,LATE_90,95,ApexServicing,2023-12-16,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10815,BW-08270910-10815,PERSONAL,2023-11-17,2033-09-25,222229.37,85938.16,9.05,120,TX,EDUCATION,A,10+ years,$100k+,DEFAULT,260,ApexServicing,2024-01-16,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10816,BW-08270910-10816,MORTGAGE,2023-09-02,2025-08-22,136779.73,28023.47,11.49,24,IL,AUTO_PURCHASE,C,10+ years,$100k+,LATE_60,80,DeltaServicing,2023-11-01,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10817,BW-08270910-10817,MORTGAGE,2023-09-07,2027-08-17,68920.26,25957.9,17.23,48,CA,HOME_PURCHASE,A,5 years,$75k-$100k,CURRENT,0,BetaServicing,2023-11-06,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10818,BW-08270910-10818,MORTGAGE,2023-04-10,2052-11-03,179190.31,38749.88,7.35,360,NY,DEBT_CONSOLIDATION,B,10+ years,$25k-$50k,LATE_90,111,DeltaServicing,2023-06-09,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10819,BW-08270910-10819,MORTGAGE,2023-02-27,2052-09-22,228808.38,89943.48,10.84,360,WA,DEBT_CONSOLIDATION,C,5 years,$25k-$50k,LATE_60,72,ApexServicing,2023-04-28,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10820,BW-08270910-10144,STUDENT,2023-11-14,2033-05-19,256396.1,79388.66,5.92,120,NY,DEBT_CONSOLIDATION,D,10+ years,$50k-$75k,CURRENT,0,GammaServicing,2023-09-09,2026-08-27,VERIFIED,SERVICER_CSV,EXT-RISK-142,
LN-08270910-10821,BW-08270910-10821,AUTO,2023-10-07,2027-09-16,260559.87,44673.13,4.7,48,GA,EDUCATION,E,2 years,$50k-$75k,LATE_30,58,GammaServicing,2023-12-06,2020-01-01,PENDING,LOS_ALPHA,EXT-RISK-224,VENDOR-TAG-70
LN-08270910-10822,BW-08270910-10822,MORTGAGE,2023-08-17,2053-03-12,215304.02,180928.28,5.63,360,FL,HOME_PURCHASE,B,2 years,$75k-$100k,CLOSED,0,GammaServicing,2023-10-16,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-295,VENDOR-TAG-44
LN-08270910-10498,BW-08270910-10823,AUTO,2023-04-10,2033-02-16,109696.19,83595.43,15.44,120,NC,DEBT_CONSOLIDATION,C,2 years,$25k-$50k,DEFAULT,247,ApexServicing,2023-06-09,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10824,BW-08270910-10824,MORTGAGE,2023-01-02,2027-12-07,260363.09,94535.32,13.76,60,CA,DEBT_CONSOLIDATION,C,5 years,$25k-$50k,LATE_90,116,ApexServicing,2023-03-03,2026-08-27,PENDING,ORIGINATION_API,,VENDOR-TAG-11
LN-08270910-10825,BW-08270910-10825,MORTGAGE,2023-03-22,2033-01-28,190349.92,68484.17,15.3,120,OH,BUSINESS_EXPANSION,C,5 years,$100k+,DEFAULT,301,ApexServicing,2023-05-21,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10826,BW-08270910-10826,STUDENT,2023-05-19,2033-03-27,115095.4,91737.32,17.22,120,GA,HOME_PURCHASE,A,5 years,$100k+,DEFAULT,341,DeltaServicing,2023-07-18,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-455,VENDOR-TAG-68
LN-08270910-10827,BW-08270910-10827,COMMERCIAL,2023-03-21,2026-03-05,137954.81,62031.2,5.88,36,TX,EDUCATION,E,5 years,$25k-$50k,DEFAULT,166,BetaServicing,2023-05-20,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-68
LN-08270910-10828,BW-08270910-10828,PERSONAL,2023-07-04,2027-06-13,-245993.58,126540.74,5.68,48,OH,HOME_PURCHASE,B,10+ years,$50k-$75k,LATE_90,118,ApexServicing,2023-09-02,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10829,BW-08270910-10829,MORTGAGE,2023-02-25,2026-02-09,282689.1,233876.79,15.93,36,GA,DEBT_CONSOLIDATION,B,10+ years,$50k-$75k,CURRENT,0,DeltaServicing,2023-04-26,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10830,BW-08270910-10830,PERSONAL,2023-07-23,2027-07-02,181570.86,34506.52,8.01,48,NY,HOME_PURCHASE,A,5 years,$25k-$50k,LATE_90,113,ApexServicing,2023-09-21,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10831,BW-REPEAT-2,AUTO,2023-07-03,2053-01-26,100747.08,45011.75,6.41,360,NY,AUTO_PURCHASE,E,< 1 year,$25k-$50k,CURRENT,0,ApexServicing,2023-09-01,2026-08-27,VERIFIED,ORIGINATION_API,,
LN-08270910-10832,BW-08270910-10832,PERSONAL,05-10-2024,2028-04-11,38875.76,32370.64,14.81,60,NC,EDUCATION,B,10+ years,$75k-$100k,LATE_60,78,DeltaServicing,2023-07-07,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10833,BW-08270910-10833,AUTO,2023-02-27,2025-02-16,168197.87,53434.37,7.38,24,OH,DEBT_CONSOLIDATION,C,2 years,$25k-$50k,LATE_60,73,GammaServicing,2023-04-28,2020-01-01,PENDING,LOS_ALPHA,EXT-RISK-415,VENDOR-TAG-15
LN-08270910-10372,BW-08270910-10834,PERSONAL,2023-01-03,2024-12-23,228344.05,94582.32,10.33,24,GA,DEBT_CONSOLIDATION,E,10+ years,$75k-$100k,LATE_90,116,GammaServicing,2023-03-04,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10835,BW-08270910-10835,AUTO,2023-01-12,2026-12-22,23206.97,15302.83,15.21,48,CA,AUTO_PURCHASE,B,5 years,<$25k,CLOSED,0,DeltaServicing,2023-03-13,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-994,VENDOR-TAG-98
LN-08270910-10836,BW-08270910-10836,STUDENT,2023-01-16,2026-12-26,280534.22,125549.67,12.27,48,NY,BUSINESS_EXPANSION,B,< 1 year,$100k+,DEFAULT,248,BetaServicing,2023-03-17,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-738,
LN-08270910-10837,BW-08270910-10308,STUDENT,2023-12-06,2028-02-08,69527.72,84461.56,14.47,60,GA,HOME_PURCHASE,E,2 years,$100k+,CLOSED,0,ApexServicing,2023-05-05,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10838,BW-08270910-10838,STUDENT,2023-03-05,2028-02-07,255526.77,18500.5,14.76,60,WA,HOME_PURCHASE,F,2 years,<$25k,CURRENT,0,GammaServicing,2023-05-04,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10839,BW-REPEAT-4,COMMERCIAL,2023-07-21,2025-07-10,95931.2,21777.68,17.3,24,NY,EDUCATION,D,2 years,$25k-$50k,CLOSED,0,DeltaServicing,2023-09-19,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-383,
LN-08270910-10840,BW-08270910-10840,MORTGAGE,2024-05-10,2022-05-10,38255.93,29178.99,5.04,120,OH,HOME_PURCHASE,E,< 1 year,$50k-$75k,LATE_30,44,BetaServicing,2023-03-31,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-943,
LN-08270910-10841,BW-08270910-10841,COMMERCIAL,2023-09-12,2025-09-01,185356.94,142097.1,9.63,24,NY,DEBT_CONSOLIDATION,B,< 1 year,$75k-$100k,LATE_60,15,BetaServicing,2023-11-11,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10842,BW-08270910-10842,COMMERCIAL,2023-04-25,2052-11-18,121619.58,22763.11,4.91,360,99,BUSINESS_EXPANSION,B,5 years,$75k-$100k,LATE_90,112,BetaServicing,2023-06-24,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10843,BW-08270910-10843,PERSONAL,2023-07-23,2027-07-02,94016.25,33264.22,14.02,48,NY,AUTO_PURCHASE,E,2 years,<$25k,LATE_30,51,DeltaServicing,2023-09-21,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-848,
LN-08270910-10844,BW-08270910-10844,COMMERCIAL,2023-03-21,2026-03-05,191646.57,118919.87,17.4,36,GA,AUTO_PURCHASE,D,1 year,<$25k,LATE_60,70,DeltaServicing,2023-05-20,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10845,BW-08270910-10845,PERSONAL,2023-12-11,2026-11-25,278804.14,185850.81,9.91,36,NY,DEBT_CONSOLIDATION,C,2 years,$25k-$50k,LATE_90,0,DeltaServicing,2024-02-09,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10846,BW-08270910-10846,COMMERCIAL,2023-06-28,2053-01-21,269879.51,191179.75,11.77,360,OH,DEBT_CONSOLIDATION,F,2 years,<$25k,LATE_60,88,GammaServicing,2023-08-27,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10847,BW-08270910-10847,PERSONAL,2024-05-10,2022-05-10,63608.89,39148.86,13.77,120,TX,BUSINESS_EXPANSION,D,10+ years,$75k-$100k,LATE_90,116,BetaServicing,2023-07-24,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10848,BW-08270910-10848,PERSONAL,2023-12-28,2026-12-12,42500.47,27654.39,9.81,36,NY,EDUCATION,D,10+ years,$100k+,CURRENT,0,ApexServicing,2024-02-26,2026-08-27,VERIFIED,MANUAL_EXCEL,EXT-RISK-207,
LN-08270910-10849,BW-08270910-10849,STUDENT,2023-08-09,2033-06-17,245253.1,82819.75,18.28,120,PA,HOME_PURCHASE,C,10+ years,$75k-$100k,DEFAULT,233,ApexServicing,2023-10-08,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10850,BW-08270910-10850,STUDENT,2023-09-10,2025-08-30,32382.15,11877.76,11.05,24,NC,DEBT_CONSOLIDATION,E,2 years,<$25k,DEFAULT,179,BetaServicing,2023-11-09,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-13
LN-08270910-10851,BW-08270910-10851,MORTGAGE,2023-09-04,2033-07-13,244492.33,151837.51,5.81,120,99,BUSINESS_EXPANSION,B,2 years,$50k-$75k,LATE_60,83,DeltaServicing,2023-11-03,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10852,BW-08270910-10852,STUDENT,2023-04-24,2026-04-08,49145.78,16019.22,10.24,36,GA,HOME_PURCHASE,D,1 year,$75k-$100k,LATE_90,118,ApexServicing,2023-06-23,2026-08-27,PENDING,LOS_ALPHA,,VENDOR-TAG-73
LN-08270910-10853,BW-08270910-10853,COMMERCIAL,2023-04-25,2025-04-14,210534.05,41843.29,9.51,24,NC,HOME_PURCHASE,C,5 years,$25k-$50k,CLOSED,0,BetaServicing,2023-06-24,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-410,
LN-08270910-10854,BW-08270910-10854,PERSONAL,2023-03-01,2026-02-13,208529.75,96050.5,6.98,36,IL,EDUCATION,A,10+ years,$75k-$100k,CLOSED,0,GammaServicing,2023-04-30,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10855,BW-08270910-10855,AUTO,2023-07-01,2026-06-15,168924.09,60518.31,-5.0,36,OH,EDUCATION,B,1 year,$25k-$50k,CLOSED,0,BetaServicing,2023-08-30,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10856,BW-08270910-10856,PERSONAL,2023-05-28,2028-05-01,268574.14,162603.66,6.65,60,WA,BUSINESS_EXPANSION,B,5 years,<$25k,CLOSED,0,DeltaServicing,2023-07-27,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-386,
LN-08270910-10857,BW-08270910-10857,AUTO,2023-03-15,2028-02-17,242748.39,62286.78,15.04,60,GA,HOME_PURCHASE,A,< 1 year,$50k-$75k,CLOSED,0,ApexServicing,2023-05-14,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10858,BW-08270910-10858,PERSONAL,2023-04-20,2052-11-13,247186.52,202838.34,5.28,360,NC,EDUCATION,B,10+ years,$100k+,LATE_30,53,ApexServicing,2023-06-19,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-652,
LN-08270910-10859,BW-08270910-10859,MORTGAGE,2023-03-16,2025-03-05,187154.17,121688.62,17.67,24,PA,EDUCATION,A,1 year,$75k-$100k,LATE_30,53,ApexServicing,2023-05-15,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-227,
LN-08270910-10860,BW-08270910-10860,MORTGAGE,2023-04-26,2026-04-10,212187.12,148926.88,16.56,36,TX,HOME_PURCHASE,C,< 1 year,<$25k,LATE_60,66,BetaServicing,2023-06-25,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-209,
LN-08270910-10861,BW-08270910-10861,MORTGAGE,2023-12-07,2027-11-16,181816.94,104127.15,16.27,48,OH,HOME_PURCHASE,A,1 year,$75k-$100k,LATE_60,85,BetaServicing,2024-02-05,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10862,BW-08270910-10862,AUTO,2023-05-17,2033-03-25,286399.5,51689.79,13.33,120,NY,AUTO_PURCHASE,A,10+ years,<$25k,CLOSED,0,GammaServicing,2023-07-16,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10863,BW-08270910-10863,STUDENT,2023-12-22,2027-12-01,105159.44,86600.96,10.43,48,NC,DEBT_CONSOLIDATION,E,10+ years,<$25k,LATE_90,112,ApexServicing,2024-02-20,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10864,BW-08270910-10864,STUDENT,2023-05-30,2033-04-07,115852.69,41327.59,8.35,120,TX,AUTO_PURCHASE,D,< 1 year,$25k-$50k,CURRENT,0,DeltaServicing,2023-07-29,2026-08-27,VERIFIED,LOS_ALPHA,,
LN-08270910-10865,BW-08270910-10865,STUDENT,2023-05-21,2033-03-29,11073.2,5180.65,18.38,120,NC,BUSINESS_EXPANSION,D,1 year,$50k-$75k,DEFAULT,191,ApexServicing,2023-07-20,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10866,BW-08270910-10866,MORTGAGE,2023-10-29,2027-10-08,284786.0,94670.57,14.94,48,FL,AUTO_PURCHASE,D,1 year,$50k-$75k,LATE_60,87,BetaServicing,2023-12-28,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10867,BW-08270910-10867,COMMERCIAL,2023-12-19,2033-10-27,78609.01,51541.11,14.18,120,NC,BUSINESS_EXPANSION,F,5 years,$25k-$50k,LATE_90,112,ApexServicing,2024-02-17,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10868,BW-08270910-10868,AUTO,2023-06-18,2026-06-02,279864.87,129511.18,17.83,36,XX,HOME_PURCHASE,F,1 year,$75k-$100k,LATE_90,94,BetaServicing,2023-08-17,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10869,BW-08270910-10869,COMMERCIAL,2023-01-04,2025-12-19,289074.47,106537.24,4.67,36,CA,HOME_PURCHASE,E,5 years,$25k-$50k,CURRENT,0,DeltaServicing,2023-03-05,2026-08-27,VERIFIED,ORIGINATION_API,,VENDOR-TAG-69
LN-08270910-10870,BW-08270910-10870,PERSONAL,2023-09-16,2026-08-31,209519.37,40236.75,9.96,36,WA,EDUCATION,F,< 1 year,$25k-$50k,LATE_30,30,DeltaServicing,2023-11-15,2026-08-27,PENDING,ORIGINATION_API,,VENDOR-TAG-35
LN-08270910-10871,BW-08270910-10871,AUTO,2023-04-21,2052-11-14,87896.66,42295.33,14.85,360,WA,EDUCATION,E,5 years,$100k+,LATE_60,71,ApexServicing,2023-06-20,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-919,
LN-08270910-10872,BW-08270910-10872,STUDENT,2023-10-02,2027-09-11,10760.15,7352.78,10.41,48,XX1,EDUCATION,D,2 years,<$25k,CURRENT,0,BetaServicing,2023-12-01,2026-08-27,VERIFIED,LOS_ALPHA,,
LN-08270910-10873,BW-08270910-10873,STUDENT,2023-02-27,2033-01-05,199403.94,56172.04,12.48,120,OH,HOME_PURCHASE,D,< 1 year,$50k-$75k,DEFAULT,199,GammaServicing,2023-04-28,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10874,BW-08270910-10874,MORTGAGE,2023-11-22,2053-06-17,116053.71,79043.24,17.45,360,NC,BUSINESS_EXPANSION,B,10+ years,$100k+,LATE_60,62,BetaServicing,2024-01-21,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10875,BW-08270910-10875,AUTO,2023-02-27,2025-02-16,212559.37,45000.0,7.45,24,IL,BUSINESS_EXPANSION,A,2 years,<$25k,CLOSED,74,ApexServicing,2023-04-28,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10876,BW-08270910-10876,COMMERCIAL,15/01/2023,2028-11-30,63531.25,35480.73,6.21,60,OH,HOME_PURCHASE,B,2 years,$75k-$100k,LATE_90,90,ApexServicing,2024-02-25,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10877,BW-08270910-10877,AUTO,2023-01-30,2028-01-04,31372.05,16353.77,5.34,60,IL,HOME_PURCHASE,E,1 year,<$25k,LATE_30,48,GammaServicing,2023-03-31,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10878,BW-REPEAT-4,MORTGAGE,2023-02-07,2027-01-17,298395.69,138370.07,10.2,48,TX,AUTO_PURCHASE,A,1 year,$50k-$75k,LATE_30,38,BetaServicing,2023-04-08,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10879,BW-08270910-10879,COMMERCIAL,2023-12-21,2028-11-24,144764.3,79804.55,13.37,60,CA,BUSINESS_EXPANSION,B,< 1 year,$50k-$75k,LATE_90,93,BetaServicing,2024-02-19,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10880,BW-08270910-10880,STUDENT,2023-03-30,2028-03-03,259530.48,185334.69,8.93,60,PA,HOME_PURCHASE,C,1 year,<$25k,LATE_60,15,GammaServicing,2023-05-29,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10881,BW-08270910-10881,AUTO,2023-04-23,2026-04-07,-44144.06,27308.99,4.53,36,NY,AUTO_PURCHASE,E,1 year,$100k+,LATE_30,49,GammaServicing,2023-06-22,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-21
LN-08270910-10882,BW-08270910-10882,AUTO,2023-12-03,2028-11-06,250679.92,139655.82,13.5,60,OH,EDUCATION,E,< 1 year,<$25k,CLOSED,0,GammaServicing,2024-02-01,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10883,BW-08270910-10883,AUTO,2023-11-21,2026-11-05,-120441.2,65890.25,7.21,36,GA,DEBT_CONSOLIDATION,A,2 years,$25k-$50k,LATE_90,99,ApexServicing,2024-01-20,2026-08-27,PENDING,SERVICER_CSV,,VENDOR-TAG-59
LN-08270910-10884,BW-08270910-10884,PERSONAL,2023-11-20,2028-10-24,279041.14,86916.55,-5.0,60,WA,DEBT_CONSOLIDATION,B,1 year,$25k-$50k,LATE_60,80,ApexServicing,2024-01-19,2026-08-27,PENDING,LOS_ALPHA,,
,BW-08270910-10885,MORTGAGE,2023-12-09,2025-11-28,253305.06,148928.73,13.71,24,OH,EDUCATION,E,10+ years,<$25k,DEFAULT,139,DeltaServicing,2024-02-07,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-79
LN-08270910-10886,BW-08270910-10886,PERSONAL,2023-06-27,2026-06-11,277262.18,119277.86,14.33,36,IL,AUTO_PURCHASE,E,10+ years,$75k-$100k,DEFAULT,173,GammaServicing,2023-08-26,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10887,BW-08270910-10887,STUDENT,2023-09-07,2028-08-11,85645.9,45000.0,15.68,60,PA,EDUCATION,B,2 years,$100k+,CLOSED,255,BetaServicing,2023-11-06,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10888,BW-08270910-10888,COMMERCIAL,2023-06-16,2028-05-20,167293.92,82999.56,11.75,60,NY,EDUCATION,A,1 year,$75k-$100k,CURRENT,0,DeltaServicing,2023-08-15,2020-01-01,VERIFIED,ORIGINATION_API,,
LN-08270910-10889,BW-08270910-10889,AUTO,2023-07-28,2025-07-17,248647.43,52264.3,12.44,24,PA,HOME_PURCHASE,D,2 years,$25k-$50k,LATE_90,94,DeltaServicing,2023-09-26,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10890,BW-08270910-10890,COMMERCIAL,2023-01-30,2027-01-09,132638.85,91760.77,12.47,48,NY,DEBT_CONSOLIDATION,B,< 1 year,$50k-$75k,LATE_60,78,DeltaServicing,2023-03-31,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-393,
LN-08270910-10891,BW-08270910-10891,COMMERCIAL,2023-11-01,2027-10-11,263138.78,113351.87,16.34,48,GA,EDUCATION,D,2 years,<$25k,CLOSED,0,GammaServicing,2023-12-31,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10892,BW-08270910-10892,AUTO,2023-01-23,2026-01-07,28119.6,16390.8,13.45,36,NC,DEBT_CONSOLIDATION,F,10+ years,$25k-$50k,LATE_30,44,BetaServicing,2023-03-24,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10893,BW-08270910-10893,MORTGAGE,2023-08-17,2033-06-25,267832.54,133794.41,11.99,120,PA,HOME_PURCHASE,D,10+ years,$100k+,CURRENT,0,ApexServicing,2023-10-16,2026-08-27,,SERVICER_CSV,,
LN-08270910-10894,BW-08270910-10894,COMMERCIAL,2023-08-31,2025-08-20,268428.7,98673.38,15.21,24,WA,EDUCATION,B,10+ years,<$25k,DEFAULT,151,BetaServicing,2023-10-30,2026-08-27,NULL,MANUAL_EXCEL,,
LN-08270910-10895,BW-08270910-10895,AUTO,2023-02-15,2028-01-20,77398.24,59596.15,11.92,60,WA,BUSINESS_EXPANSION,F,2 years,$25k-$50k,CURRENT,0,BetaServicing,2023-04-16,2026-08-27,VERIFIED,SERVICER_CSV,,
