loan_id,servicer_id,updated_current_balance,updated_payment_status,updated_days_past_due,last_payment_date,servicer_as_of_date,unexpected_audit_flag,servicer_raw_notes
LN-08270910-10564,SERV-02,14961.61,CLOSED,0,2023-07-09,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10564,SERV-02,15061.61,CLOSED,0,2023-07-09,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10565,SERV-02,44060.85,CLOSED,0,2023-04-06,2026-08-27,,
LN-08270910-10565,SERV-02,44160.85,CLOSED,0,2023-04-06,2026-08-27,,
LN-08270910-10566,SERV-01,74487.78,DEFAULT,302,2023-06-27,2026-08-27,,
LN-08270910-10567,SERV-03,64775.48,LATE_30,34,2024-01-17,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10568,SERV-03,180726.44,CLOSED,0,2023-05-29,2026-08-27,,Servicer note line 568
LN-08270910-10569,SERV-03,29148.25,LATE_60,68,2023-12-28,2026-08-27,,
LN-08270910-10570,SERV-02,26526.74,DEFAULT,296,2023-12-05,2026-08-27,,
LN-08270910-10571,SERV-03,45000.0,CLOSED,79,2023-08-31,2026-08-27,,
LN-08270910-10572,SERV-03,38262.98,LATE_90,97,2024-02-18,2026-08-27,,Servicer note line 572
LN-08270910-10573,SERV-02,176504.97,LATE_90,111,2023-07-11,2026-08-27,,Servicer note line 573
LN-08270910-10574,SERV-03,51181.19,CLOSED,0,2023-04-22,2026-08-27,,
LN-08270910-10575,SERV-01,93459.64,LATE_60,79,2023-12-03,2026-08-27,,Servicer note line 575
LN-08270910-10576,SERV-02,57527.18,CURRENT,0,2023-12-22,2026-08-27,,
LN-08270910-10577,SERV-01,17269.34,LATE_90,110,2023-11-14,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10578,SERV-01,65868.94,LATE_60,66,2023-06-02,2026-08-27,,
LN-08270910-10579,SERV-02,62866.71,DEFAULT,288,2024-01-10,2026-08-27,,
LN-08270910-10580,SERV-02,12100.0,LATE_45,103,2023-11-21,2026-08-27,,
LN-08270910-10581,SERV-02,71754.72,CLOSED,0,2023-06-16,2026-08-27,,Servicer note line 581
LN-08270910-10350,SERV-01,45518.2,DEFAULT,220,2023-03-25,2026-08-27,,
LN-08270910-10583,SERV-02,102032.23,LATE_90,99,2023-09-19,2026-08-27,,
LN-08270910-10584,SERV-01,66347.8,DEFAULT,203,2023-08-17,2026-08-27,,Servicer note line 584
LN-08270910-10585,SERV-03,-93707.54,DEFAULT,242,2023-10-02,2026-08-27,,
LN-08270910-10586,SERV-03,59940.64,LATE_30,57,2023-08-13,2026-08-27,,
LN-08270910-10587,SERV-03,60374.35,DEFAULT,131,2023-07-03,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10588,SERV-03,26101.31,LATE_90,100,2023-09-12,2026-08-27,,
LN-08270910-10589,SERV-01,-44361.06,CURRENT,0,2023-10-02,2026-08-27,,
LN-08270910-10590,SERV-02,57605.02,DEFAULT,336,2023-04-18,2026-08-27,,
LN-08270910-10591,SERV-03,3128.01,CLOSED,0,2023-04-03,2026-08-27,,Servicer note line 591
LN-08270910-10592,SERV-01,187469.59,DEFAULT,196,2024-02-18,2026-08-27,,
LN-08270910-10593,SERV-01,140950.78,DEFAULT,219,2023-07-11,2026-08-27,,
LN-08270910-10594,SERV-03,43275.02,LATE_60,83,2023-07-29,2026-08-27,,
LN-08270910-10594,SERV-03,43375.02,LATE_60,83,2023-07-29,2026-08-27,,
LN-08270910-10595,SERV-02,153352.99,LATE_30,39,2023-11-28,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10596,SERV-02,43014.16,LATE_60,81,2023-09-13,2026-08-27,,Servicer note line 596
LN-08270910-10597,SERV-01,118312.76,CURRENT,0,2023-12-29,2026-08-27,,
LN-08270910-10598,SERV-01,100826.23,LATE_30,45,INVALID_DATE,2026-08-27,,
LN-08270910-10599,SERV-01,112138.03,CLOSED,0,2023-08-23,2026-08-27,,
LN-08270910-10600,SERV-02,183032.86,LATE_90,92,2023-12-27,2026-08-27,,
LN-08270910-10601,SERV-02,45000.0,CLOSED,111,2023-03-22,2026-08-27,,
LN-08270910-10601,SERV-02,45100.0,CLOSED,111,2023-03-22,2026-08-27,,
LN-08270910-10602,SERV-02,34175.09,CURRENT,0,2023-10-11,2026-08-27,,
LN-08270910-10603,SERV-02,36282.22,LATE_30,56,2023-04-08,2026-08-27,,Servicer note line 603
LN-08270910-10604,SERV-03,15542.51,CURRENT,0,2023-08-19,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10605,SERV-01,132487.48,DEFAULT,202,2023-03-25,2026-08-27,,
LN-08270910-10606,SERV-01,146299.84,CURRENT,0,2023-06-01,2026-08-27,,
LN-08270910-10607,SERV-01,64207.66,LATE_30,59,2023-12-10,2026-08-27,AUDIT-FLAG-1,Servicer note line 607
LN-08270910-10608,SERV-01,103596.83,CLOSED,0,2023-09-23,2026-08-27,,
LN-08270910-10609,SERV-02,-89369.72,LATE_30,43,2023-11-23,2026-08-27,,
LN-08270910-10610,SERV-01,58270.71,DEFAULT,150,2023-04-21,2026-08-27,,
LN-08270910-10611,SERV-03,14186.4,LATE_90,116,2024-02-25,2026-08-27,,
LN-08270910-10612,SERV-01,173831.76,CURRENT,0,2023-04-13,2026-08-27,,
LN-08270910-10613,SERV-03,91379.38,CLOSED,0,2023-05-21,2026-08-27,AUDIT-FLAG-4,Servicer note line 613
LN-08270910-10615,SERV-01,141433.46,CLOSED,0,2023-09-30,2026-08-27,,Servicer note line 615
LN-08270910-10616,SERV-02,77001.64,CURRENT,0,2023-12-16,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10617,SERV-02,63813.16,LATE_60,65,2023-07-17,2026-08-27,,
LN-08270910-10618,SERV-01,33572.21,DEFAULT,176,2023-11-11,2026-08-27,,
LN-08270910-10619,SERV-02,38385.74,CURRENT,0,2023-12-18,2026-08-27,,
LN-08270910-10620,SERV-02,126215.2,LATE_90,95,2023-05-31,2026-08-27,,
LN-08270910-10621,SERV-03,65953.99,DEFAULT,167,2023-08-07,2026-08-27,,
LN-08270910-10622,SERV-03,133259.31,DEFAULT,139,2023-06-10,2026-08-27,,
LN-08270910-10623,SERV-01,99438.26,DEFAULT,316,2023-05-29,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10624,SERV-01,158207.56,CURRENT,0,2023-04-05,2026-08-27,,
LN-08270910-10625,SERV-02,141832.66,CURRENT,0,2023-09-17,2026-08-27,,
LN-08270910-10626,SERV-02,12031.42,LATE_60,87,2023-09-16,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10627,SERV-03,34180.4,LATE_60,77,2024-02-12,2026-08-27,,
LN-08270910-10628,SERV-01,193651.75,DEFAULT,277,2023-04-12,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10629,SERV-03,113870.14,LATE_90,97,2023-10-01,2026-08-27,AUDIT-FLAG-3,Servicer note line 629
LN-08270910-10630,SERV-03,28309.39,CLOSED,0,2023-04-30,2026-08-27,,
LN-08270910-10631,SERV-01,101783.84,LATE_90,94,2023-08-22,2026-08-27,,
LN-08270910-10632,SERV-02,190615.75,LATE_60,79,2023-04-27,2026-08-27,,
LN-08270910-10633,SERV-01,29785.73,LATE_60,78,2023-07-19,2026-08-27,,
LN-08270910-10634,SERV-02,78465.44,CURRENT,0,2023-09-28,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10634,SERV-02,78565.44,CURRENT,0,2023-09-28,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10635,SERV-02,12100.0,LATE_45,47,2023-09-16,2026-08-27,,
LN-08270910-10636,SERV-01,12100.0,LATE_45,69,2023-08-01,2026-08-27,,Servicer note line 636
LN-08270910-10637,SERV-02,45000.0,CLOSED,0,2023-10-09,2026-08-27,,
LN-08270910-10638,SERV-01,93134.31,CLOSED,0,2023-10-01,2026-08-27,AUDIT-FLAG-4,Servicer note line 638
LN-08270910-10639,SERV-02,98004.66,DEFAULT,174,2023-05-23,2026-08-27,,Servicer note line 639
LN-08270910-10640,SERV-03,28744.3,LATE_60,78,2023-07-12,2026-08-27,,
LN-08270910-10641,SERV-01,29398.04,CURRENT,0,2023-07-04,2026-08-27,,
LN-08270910-10642,SERV-02,132072.57,CLOSED,0,2023-12-18,2026-08-27,,
LN-08270910-10643,SERV-03,12100.0,LATE_45,0,2024-02-26,2026-08-27,,
LN-08270910-10644,SERV-03,68624.07,LATE_30,37,2023-06-27,2026-08-27,AUDIT-FLAG-4,Servicer note line 644
LN-08270910-10645,SERV-03,207278.86,DEFAULT,250,2024-02-05,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10646,SERV-03,111928.85,DEFAULT,294,2023-04-10,2026-08-27,,
LN-08270910-10647,SERV-01,60261.88,LATE_90,98,2023-12-09,2026-08-27,,
LN-08270910-10648,SERV-02,91984.29,DEFAULT,203,2023-03-27,2026-08-27,,
LN-08270910-10649,SERV-01,16108.19,LATE_90,107,2023-12-05,2026-08-27,,Servicer note line 649
LN-08270910-10650,SERV-01,103523.6,LATE_90,109,2024-02-29,2026-08-27,,
LN-08270910-10651,SERV-01,73008.57,DEFAULT,127,2024-01-25,2026-08-27,,
LN-08270910-10652,SERV-01,106364.16,LATE_90,119,2023-11-30,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10653,SERV-02,62504.81,LATE_60,63,2023-04-12,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10654,SERV-01,82932.71,LATE_90,98,2023-05-16,2026-08-27,,
LN-08270910-10655,SERV-01,24000.89,DEFAULT,213,2023-04-04,2026-08-27,,
LN-08270910-10656,SERV-02,54222.63,LATE_30,31,2023-09-03,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10657,SERV-02,25301.61,CURRENT,0,2023-03-07,2026-08-27,,
LN-08270910-10658,SERV-03,70246.49,LATE_30,53,2023-08-19,2026-08-27,,
LN-08270910-10659,SERV-01,84499.35,LATE_30,46,2024-01-09,2026-08-27,,
LN-08270910-10660,SERV-03,7653.75,DEFAULT,175,2023-03-02,2026-08-27,,
LN-08270910-10661,SERV-01,16700.42,DEFAULT,338,2023-12-05,2026-08-27,,Servicer note line 661
LN-08270910-10662,SERV-03,143033.12,DEFAULT,256,2023-12-30,2026-08-27,,
LN-08270910-10663,SERV-03,30623.73,LATE_90,118,2023-06-02,2026-08-27,AUDIT-FLAG-1,Servicer note line 663
LN-08270910-10664,SERV-03,48837.66,CLOSED,0,2023-09-03,2026-08-27,,Servicer note line 664
LN-08270910-10269,SERV-02,31046.31,LATE_60,72,2023-11-26,2026-08-27,,
LN-08270910-10666,SERV-01,106717.34,DEFAULT,0,2023-06-21,2026-08-27,,
LN-08270910-10667,SERV-02,92450.46,LATE_30,58,2023-08-23,2026-08-27,,
LN-08270910-10011,SERV-01,88350.7,LATE_90,115,2023-03-20,2026-08-27,,
LN-08270910-10669,SERV-01,56845.58,LATE_90,119,2023-07-05,2026-08-27,,Servicer note line 669
LN-08270910-10670,SERV-03,52969.87,CURRENT,0,15/01/2023,2026-08-27,,
LN-08270910-10671,SERV-02,14722.8,CLOSED,0,2024-03-01,2026-08-27,,Servicer note line 671
LN-08270910-10672,SERV-03,63010.6,CURRENT,0,2023-12-12,2026-08-27,,
LN-08270910-10673,SERV-01,139925.3,CURRENT,0,2023-07-05,2026-08-27,,
LN-08270910-10674,SERV-03,12100.0,LATE_45,0,2023-10-11,2026-08-27,,Servicer note line 674
LN-08270910-10675,SERV-01,50414.88,LATE_30,57,2023-11-12,2026-08-27,,
LN-08270910-10676,SERV-03,205394.64,LATE_90,95,2023-09-01,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10677,SERV-01,53987.6,LATE_60,83,2023-11-06,2026-08-27,,
LN-08270910-10678,SERV-01,14175.62,CLOSED,0,2023-07-14,2026-08-27,,
LN-08270910-10679,SERV-01,122900.04,LATE_90,101,2023-12-20,2026-08-27,,
LN-08270910-10680,SERV-03,29121.95,LATE_30,31,2023-06-18,2026-08-27,,
LN-08270910-10681,SERV-01,7756.43,LATE_30,37,2023-06-03,2026-08-27,,
LN-08270910-10682,SERV-01,27956.08,CLOSED,0,2023-07-26,2026-08-27,,
LN-08270910-10683,SERV-03,216255.85,CURRENT,0,2023-06-16,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10684,SERV-03,184982.4,LATE_60,70,2023-06-01,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10685,SERV-03,28500.0,LATE_60,89,2023-06-26,2026-08-27,,
LN-08270910-10686,SERV-03,179652.77,LATE_30,58,2023-11-20,2026-08-27,,
LN-08270910-10687,SERV-02,7477.6,LATE_90,113,2023-10-18,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10688,SERV-01,136663.41,LATE_30,54,2023-11-11,2026-08-27,,
LN-08270910-10689,SERV-01,78203.78,LATE_30,55,2023-06-12,2026-08-27,,
LN-08270910-10690,SERV-03,29973.93,LATE_90,113,2023-10-21,2026-08-27,,
LN-08270910-10691,SERV-02,7737.72,LATE_30,53,2023-03-09,2026-08-27,,
LN-08270910-10692,SERV-01,76435.61,LATE_90,117,2023-10-07,2026-08-27,,Servicer note line 692
LN-08270910-10693,SERV-01,38916.59,CLOSED,0,2024-01-12,2026-08-27,,
LN-08270910-10694,SERV-02,12100.0,LATE_45,38,2023-07-22,2026-08-27,AUDIT-FLAG-2,Servicer note line 694
LN-08270910-10695,SERV-02,168705.06,DEFAULT,159,2023-07-21,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10696,SERV-03,50887.18,LATE_60,67,2023-11-02,2026-08-27,,
LN-08270910-10696,SERV-03,50987.18,LATE_60,67,2023-11-02,2026-08-27,,
LN-08270910-10697,SERV-02,145567.78,CURRENT,0,2023-07-12,2026-08-27,,
LN-08270910-10698,SERV-03,96963.18,LATE_30,48,2024-01-30,2026-08-27,AUDIT-FLAG-2,Servicer note line 698
LN-08270910-10699,SERV-03,56181.01,DEFAULT,296,2023-10-07,2026-08-27,AUDIT-FLAG-3,Servicer note line 699
LN-08270910-10700,SERV-02,142884.09,DEFAULT,242,2023-11-02,2026-08-27,AUDIT-FLAG-5,Servicer note line 700
LN-08270910-10701,SERV-01,210870.94,LATE_30,54,2023-11-04,2026-08-27,,
LN-08270910-10702,SERV-01,167778.26,LATE_60,82,2023-06-18,2026-08-27,,Servicer note line 702
LN-08270910-10703,SERV-02,118875.52,LATE_60,81,2023-08-05,2026-08-27,,
LN-08270910-10704,SERV-02,68513.69,CLOSED,0,2023-07-07,2026-08-27,,Servicer note line 704
LN-08270910-10705,SERV-03,174450.47,CLOSED,0,2024-02-19,2026-08-27,,
LN-08270910-10706,SERV-01,42635.44,LATE_30,43,2023-08-16,2026-08-27,,Servicer note line 706
LN-08270910-10707,SERV-01,211832.41,DEFAULT,213,2023-07-06,2026-08-27,,
LN-08270910-10708,SERV-03,59451.69,DEFAULT,351,2023-06-25,2026-08-27,,
LN-08270910-10709,SERV-02,50260.25,CURRENT,0,2023-12-16,2026-08-27,,
LN-08270910-10710,SERV-01,77843.53,CLOSED,0,2023-10-06,2026-08-27,,
LN-08270910-10711,SERV-01,209379.07,LATE_60,85,2023-05-14,2026-08-27,,
LN-08270910-10712,SERV-03,194144.97,DEFAULT,256,2023-04-19,2026-08-27,AUDIT-FLAG-1,Servicer note line 712
LN-08270910-10713,SERV-01,112747.49,LATE_90,103,2023-06-16,2026-08-27,,
LN-08270910-10714,SERV-02,6731.35,CURRENT,0,2023-04-08,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10715,SERV-01,187655.19,LATE_90,102,2023-04-07,2026-08-27,,
LN-08270910-10716,SERV-03,61681.3,LATE_30,47,2023-07-23,2026-08-27,,
LN-08270910-10716,SERV-03,61781.3,LATE_30,47,2023-07-23,2026-08-27,,
LN-08270910-10717,SERV-01,93541.63,LATE_30,36,2023-07-07,2026-08-27,,
LN-08270910-10718,SERV-03,45000.0,CLOSED,0,2023-08-28,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10424,SERV-01,181224.4,CLOSED,0,2023-09-17,2026-08-27,,
LN-08270910-10720,SERV-01,58935.92,LATE_60,67,2023-09-04,2026-08-27,,Servicer note line 720
LN-08270910-10721,SERV-02,36378.03,DEFAULT,260,2023-09-04,2026-08-27,,
LN-08270910-10722,SERV-01,103930.65,LATE_90,0,2024-02-22,2026-08-27,,
LN-08270910-10723,SERV-01,197142.63,CURRENT,0,2024-02-29,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10724,SERV-02,26970.61,LATE_90,107,2023-06-05,2026-08-27,,
LN-08270910-10725,SERV-03,45000.0,CLOSED,0,2023-04-05,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10726,SERV-03,162179.66,LATE_30,38,2023-04-08,2026-08-27,,Servicer note line 726
LN-08270910-10727,SERV-02,40229.81,LATE_90,91,2023-09-15,2026-08-27,,
LN-08270910-10728,SERV-02,15444.82,LATE_90,108,2023-07-09,2026-08-27,,
LN-08270910-10729,SERV-02,203749.94,LATE_60,86,2023-08-03,2026-08-27,,
LN-08270910-10730,SERV-03,12100.0,LATE_45,106,2023-11-24,2026-08-27,,
LN-08270910-10731,SERV-02,12100.0,LATE_45,280,2023-09-12,2026-08-27,,
LN-08270910-10732,SERV-03,71121.03,LATE_90,105,2023-06-01,2026-08-27,,
LN-08270910-10733,SERV-02,32244.97,CLOSED,0,2023-11-27,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10734,SERV-01,128701.67,LATE_90,107,2023-08-01,2026-08-27,,
LN-08270910-10735,SERV-01,25110.71,LATE_60,82,2024-01-29,2026-08-27,,
LN-08270910-10736,SERV-03,10915.02,CLOSED,0,2023-08-02,2026-08-27,,
LN-08270910-10737,SERV-02,54715.87,LATE_60,65,2023-08-06,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10738,SERV-02,192291.31,DEFAULT,282,2023-10-01,2026-08-27,,
LN-08270910-10739,SERV-03,227637.3,LATE_30,34,2024-01-15,2026-08-27,,Servicer note line 739
LN-08270910-10740,SERV-01,125462.65,LATE_60,63,2023-06-22,2026-08-27,,Servicer note line 740
LN-08270910-10741,SERV-01,83644.85,CLOSED,0,2023-10-26,2026-08-27,,
LN-08270910-10742,SERV-01,12715.99,CURRENT,0,2023-04-02,2026-08-27,,Servicer note line 742
LN-08270910-10743,SERV-01,128362.32,CURRENT,0,2023-05-09,2026-08-27,AUDIT-FLAG-1,Servicer note line 743
LN-08270910-10744,SERV-01,104150.37,LATE_30,32,2023-04-10,2026-08-27,,
LN-08270910-10745,SERV-01,99791.27,DEFAULT,319,15/01/2023,2026-08-27,,
LN-08270910-10746,SERV-01,9343.32,DEFAULT,158,2023-05-31,2026-08-27,,
LN-08270910-10747,SERV-01,157999.35,CLOSED,0,2023-07-26,2026-08-27,,
LN-08270910-10749,SERV-02,70333.96,DEFAULT,243,2024-01-23,2026-08-27,,
LN-08270910-10750,SERV-03,38588.41,DEFAULT,317,2023-08-15,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10751,SERV-01,16177.49,LATE_60,75,2023-07-14,2026-08-27,,
LN-08270910-10752,SERV-03,28017.2,DEFAULT,168,2023-08-24,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10510,SERV-01,69610.94,CURRENT,0,2023-07-15,2026-08-27,,
LN-08270910-10754,SERV-02,130028.78,LATE_30,44,2023-07-11,2026-08-27,AUDIT-FLAG-2,Servicer note line 754
LN-08270910-10755,SERV-01,50757.06,CURRENT,0,2024-01-02,2026-08-27,,
LN-08270910-10756,SERV-03,51039.58,LATE_90,90,2024-02-14,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10757,SERV-03,166599.26,LATE_60,71,2023-09-25,2026-08-27,,
LN-08270910-10758,SERV-03,34634.12,LATE_90,96,2023-06-27,2026-08-27,,
LN-08270910-10759,SERV-03,45000.0,CLOSED,95,2023-05-23,2026-08-27,,
LN-08270910-10760,SERV-01,-77546.3,DEFAULT,192,2024-02-23,2026-08-27,,
LN-08270910-10761,SERV-03,82300.94,LATE_90,118,2024-01-10,2026-08-27,,
LN-08270910-10762,SERV-03,160478.08,LATE_90,112,2023-12-10,2026-08-27,,
LN-08270910-10763,SERV-03,74966.43,LATE_90,101,2023-08-17,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10763,SERV-03,75066.43,LATE_90,101,2023-08-17,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10764,SERV-03,133477.81,LATE_30,48,2023-03-21,2026-08-27,,
LN-08270910-10765,SERV-02,106395.49,LATE_30,39,2024-13-45,2026-08-27,,
LN-08270910-10766,SERV-02,26953.18,LATE_90,90,2024-01-05,2026-08-27,,
LN-08270910-10767,SERV-01,49459.42,LATE_30,34,2023-04-03,2026-08-27,,
LN-08270910-10768,SERV-03,27794.49,DEFAULT,278,2023-08-01,2026-08-27,AUDIT-FLAG-4,Servicer note line 768
LN-08270910-10769,SERV-02,141579.77,CURRENT,0,2024-01-09,2026-08-27,,
LN-08270910-10770,SERV-02,99065.69,CURRENT,0,2023-08-17,2026-08-27,,
LN-08270910-10771,SERV-03,45000.0,CLOSED,81,2023-10-05,2026-08-27,,
LN-08270910-10772,SERV-03,71200.91,CURRENT,0,2024-01-13,2026-08-27,,
LN-08270910-10773,SERV-03,110719.81,DEFAULT,300,2024-02-01,2026-08-27,,Servicer note line 773
LN-08270910-10774,SERV-01,59506.16,CURRENT,0,2023-09-09,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10775,SERV-02,5986.06,CURRENT,0,2023-04-14,2026-08-27,,
LN-08270910-10776,SERV-03,132980.73,DEFAULT,277,2023-10-07,2026-08-27,,
LN-08270910-10777,SERV-01,235718.42,CURRENT,0,2023-09-06,2026-08-27,,Servicer note line 777
LN-08270910-10778,SERV-02,133854.18,LATE_30,31,2023-04-16,2026-08-27,,
LN-08270910-10779,SERV-03,217780.07,LATE_90,115,2023-04-19,2026-08-27,,
LN-08270910-10780,SERV-03,55442.95,CURRENT,0,2023-11-14,2026-08-27,,
LN-08270910-10781,SERV-03,46558.0,LATE_90,104,2023-10-19,2026-08-27,,
LN-08270910-10782,SERV-02,57995.75,LATE_30,34,2023-07-02,2026-08-27,,
LN-08270910-10783,SERV-02,6823.13,LATE_30,41,2023-03-12,2026-08-27,,Servicer note line 783
LN-08270910-10222,SERV-02,145986.7,LATE_90,105,2023-06-13,2026-08-27,,
LN-08270910-10785,SERV-01,12100.0,LATE_45,47,2023-03-04,2026-08-27,,
LN-08270910-10786,SERV-03,93104.72,CURRENT,0,2023-04-03,2026-08-27,,
LN-08270910-10787,SERV-03,38949.51,DEFAULT,186,2023-03-25,2026-08-27,,
LN-08270910-10788,SERV-01,50637.08,CLOSED,0,2023-09-15,2026-08-27,,
LN-08270910-10789,SERV-01,12892.97,CLOSED,0,2023-08-18,2026-08-27,,
LN-08270910-10790,SERV-01,107438.41,LATE_60,62,2024-02-23,2026-08-27,,Servicer note line 790
LN-08270910-10791,SERV-03,97483.83,LATE_30,49,2023-03-03,2026-08-27,,
LN-08270910-10792,SERV-03,41640.29,LATE_60,74,2023-04-10,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10793,SERV-01,15709.29,LATE_90,114,2023-11-06,2026-08-27,,
LN-08270910-10794,SERV-02,47544.54,DEFAULT,345,2023-09-25,2026-08-27,,
LN-08270910-10795,SERV-01,238812.71,DEFAULT,252,2023-07-28,2026-08-27,,
LN-08270910-10796,SERV-02,9949.45,CURRENT,0,2024.05.10,2026-08-27,,
LN-08270910-10797,SERV-02,202241.09,LATE_90,95,2023-03-29,2026-08-27,,
LN-08270910-10798,SERV-02,73997.44,CLOSED,0,2023-10-25,2026-08-27,,
LN-08270910-10799,SERV-03,27030.78,CURRENT,0,2023-05-13,2026-08-27,,Servicer note line 799
LN-08270910-10800,SERV-01,76459.39,CLOSED,0,2023-10-18,2026-08-27,,
LN-08270910-10801,SERV-03,23994.73,LATE_90,100,2023-05-20,2026-08-27,,
LN-08270910-10802,SERV-01,117322.06,LATE_60,86,2023-08-02,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10803,SERV-01,46347.85,CURRENT,0,2023-09-03,2026-08-27,,
LN-08270910-10804,SERV-01,65574.68,LATE_90,103,2023-08-02,2026-08-27,,
LN-08270910-10805,SERV-01,20994.17,LATE_60,83,2023-07-28,2026-08-27,,
LN-08270910-10806,SERV-03,37462.76,CLOSED,0,2023-10-19,2026-08-27,,
LN-08270910-10807,SERV-03,12100.0,LATE_45,105,2023-10-06,2026-08-27,,
LN-08270910-10808,SERV-02,4475.32,CLOSED,0,2023-10-25,2026-08-27,,
LN-08270910-10809,SERV-02,35585.66,LATE_30,43,2023-07-16,2026-08-27,,Servicer note line 809
LN-08270910-10810,SERV-03,37817.89,CURRENT,0,2023-05-25,2026-08-27,AUDIT-FLAG-4,Servicer note line 810
LN-08270910-10811,SERV-03,44500.86,CURRENT,0,2023-04-27,2026-08-27,,
LN-08270910-10812,SERV-02,86083.32,DEFAULT,199,2024-02-20,2026-08-27,,
LN-08270910-10812,SERV-02,86183.32,DEFAULT,199,2024-02-20,2026-08-27,,
LN-08270910-10813,SERV-03,48454.68,CLOSED,0,2023-12-27,2026-08-27,,
LN-08270910-10814,SERV-01,145975.61,LATE_90,95,2023-12-16,2026-08-27,,Servicer note line 814
LN-08270910-10815,SERV-03,85938.16,DEFAULT,260,2024-01-16,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10816,SERV-03,28023.47,LATE_60,80,2023-11-01,2026-08-27,,
LN-08270910-10817,SERV-02,25957.9,CURRENT,0,2023-11-06,2026-08-27,,Servicer note line 817
LN-08270910-10818,SERV-01,38749.88,LATE_90,111,2023-06-09,2026-08-27,,
LN-08270910-10819,SERV-03,89943.48,LATE_60,72,2023-04-28,2026-08-27,,Servicer note line 819
LN-08270910-10820,SERV-03,79388.66,CURRENT,0,2023-09-09,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10821,SERV-01,44673.13,LATE_30,58,2023-12-06,2026-08-27,,
LN-08270910-10822,SERV-03,180928.28,CLOSED,0,2023-10-16,2026-08-27,,
LN-08270910-10498,SERV-03,83595.43,DEFAULT,247,2023-06-09,2026-08-27,,Servicer note line 823
LN-08270910-10824,SERV-03,94535.32,LATE_90,116,2023-03-03,2026-08-27,,
LN-08270910-10825,SERV-03,68484.17,DEFAULT,301,2023-05-21,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10826,SERV-02,91737.32,DEFAULT,341,2023-07-18,2026-08-27,,
LN-08270910-10827,SERV-02,62031.2,DEFAULT,166,2023-05-20,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10828,SERV-02,-126540.74,LATE_90,118,2023-09-02,2026-08-27,,Servicer note line 828
LN-08270910-10829,SERV-01,233876.79,CURRENT,0,2023-04-26,2026-08-27,,
LN-08270910-10830,SERV-01,34506.52,LATE_90,113,2023-09-21,2026-08-27,,
LN-08270910-10831,SERV-02,45011.75,CURRENT,0,2023-09-01,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10832,SERV-03,32370.64,LATE_60,78,05-10-2024,2026-08-27,,
LN-08270910-10833,SERV-02,53434.37,LATE_60,73,2023-04-28,2026-08-27,,Servicer note line 833
LN-08270910-10372,SERV-03,94582.32,LATE_90,116,2023-03-04,2026-08-27,,
LN-08270910-10835,SERV-01,15302.83,CLOSED,0,2023-03-13,2026-08-27,,
LN-08270910-10835,SERV-01,15402.83,CLOSED,0,2023-03-13,2026-08-27,,
LN-08270910-10836,SERV-03,125549.67,DEFAULT,248,2023-03-17,2026-08-27,,
LN-08270910-10837,SERV-01,84461.56,CLOSED,0,2023-05-05,2026-08-27,,
LN-08270910-10838,SERV-01,12100.0,LATE_45,0,2023-05-04,2026-08-27,,
