loan_id,promissory_note_present,id_proof_present,income_verification_present,document_verification_status,uploaded_at,legacy_servicer_code,ocr_confidence_score
LN-08270910-10704,TRUE,,FALSE,PENDING,2023-05-08,,
LN-08270910-10705,,FALSE,,PENDING,2023-12-21,,
LN-08270910-10706,,TRUE,TRUE,PENDING,2023-06-17,,
LN-08270910-10707,TRUE,FALSE,TRUE,PENDING,2023-05-07,LEGACY-CODE-1407,
LN-08270910-10708,,FALSE,TRUE,PENDING,2023-09-13,,
LN-08270910-10709,TRUE,TRUE,TRUE,VERIFIED,2023-10-17,,
LN-08270910-10710,TRUE,FALSE,,PENDING,2023-08-07,,
LN-08270910-10711,,,TRUE,PENDING,2023-03-15,LEGACY-CODE-9511,
LN-08270910-10712,FALSE,FALSE,FALSE,PENDING,2023-02-18,,
LN-08270910-10713,TRUE,TRUE,TRUE,PENDING,2023-04-17,LEGACY-CODE-8279,
LN-08270910-10714,TRUE,TRUE,TRUE,VERIFIED,2023-02-07,,0.86
LN-08270910-10715,FALSE,FALSE,,PENDING,2023-02-06,LEGACY-CODE-1645,
LN-08270910-10716,,TRUE,TRUE,PENDING,2023-05-24,,0.89
LN-08270910-10716,,TRUE,TRUE,INCOMPLETE,2023-05-24,,0.89
LN-08270910-10717,TRUE,FALSE,,PENDING,2023-05-08,,
LN-08270910-10718,TRUE,FALSE,TRUE,PENDING,2023-06-29,,
LN-08270910-10424,TRUE,TRUE,,PENDING,2023-07-19,,
LN-08270910-10720,TRUE,,FALSE,PENDING,2023-07-06,LEGACY-CODE-1605,
LN-08270910-10721,FALSE,FALSE,,PENDING,2023-07-06,LEGACY-CODE-1360,
LN-08270910-10722,TRUE,,FALSE,PENDING,2023-12-24,,
LN-08270910-10723,TRUE,TRUE,TRUE,VERIFIED,2023-12-31,,
LN-08270910-10724,TRUE,,TRUE,PENDING,2023-04-06,LEGACY-CODE-1592,
LN-08270910-10725,TRUE,TRUE,TRUE,VERIFIED,2023-02-04,,
LN-08270910-10726,,,,PENDING,2023-02-07,,
LN-08270910-10727,TRUE,,TRUE,PENDING,2023-07-17,,0.77
LN-08270910-10728,FALSE,FALSE,FALSE,PENDING,2023-05-10,,
LN-08270910-10729,,,,PENDING,2023-06-04,,
LN-08270910-10729,,,,INCOMPLETE,2023-06-04,,
LN-08270910-10730,FALSE,FALSE,TRUE,PENDING,2023-09-25,,
LN-08270910-10731,FALSE,TRUE,TRUE,PENDING,2023-07-14,,
LN-08270910-10732,,FALSE,,PENDING,2023-04-02,,0.9
LN-08270910-10733,FALSE,TRUE,FALSE,PENDING,2023-09-28,,
LN-08270910-10734,TRUE,FALSE,,PENDING,2023-06-02,,
LN-08270910-10735,,,FALSE,PENDING,2023-11-30,,
LN-08270910-10736,,FALSE,FALSE,PENDING,2023-06-03,,0.69
LN-08270910-10737,TRUE,FALSE,,PENDING,2023-06-07,,
LN-08270910-10738,FALSE,TRUE,FALSE,PENDING,2023-08-02,,
LN-08270910-10739,,,TRUE,PENDING,2023-11-16,,
LN-08270910-10740,,FALSE,,PENDING,2023-04-23,,0.83
LN-08270910-10741,FALSE,,TRUE,PENDING,2023-08-27,,
LN-08270910-10742,TRUE,TRUE,TRUE,VERIFIED,2023-02-01,,0.98
LN-08270910-10743,TRUE,TRUE,TRUE,VERIFIED,2023-07-10,,
LN-08270910-10744,FALSE,,TRUE,PENDING,2023-02-09,,
LN-08270910-10745,TRUE,,,PENDING,15/01/2023,,
LN-08270910-10746,TRUE,FALSE,,PENDING,2023-04-01,,
LN-08270910-10747,FALSE,TRUE,,PENDING,2023-05-27,,
LN-08270910-10749,TRUE,,FALSE,PENDING,2023-11-24,,
LN-08270910-10750,FALSE,FALSE,TRUE,PENDING,2023-06-16,,
LN-08270910-10750,FALSE,FALSE,TRUE,INCOMPLETE,2023-06-16,,
LN-08270910-10751,FALSE,FALSE,TRUE,PENDING,2023-05-15,,
LN-08270910-10752,FALSE,,TRUE,PENDING,2023-06-25,,0.86
LN-08270910-10510,TRUE,TRUE,TRUE,VERIFIED,2023-05-16,,
LN-08270910-10754,FALSE,FALSE,,PENDING,2023-05-12,,
LN-08270910-10755,TRUE,TRUE,TRUE,VERIFIED,2023-11-03,,
LN-08270910-10756,,,TRUE,PENDING,2023-12-16,,
LN-08270910-10757,,,FALSE,PENDING,2023-07-27,,0.86
LN-08270910-10758,FALSE,FALSE,,PENDING,2023-04-28,LEGACY-CODE-6691,
LN-08270910-10759,TRUE,,FALSE,PENDING,2023-03-24,,
LN-08270910-10760,,TRUE,FALSE,PENDING,2023-12-25,,
LN-08270910-10760,,TRUE,FALSE,INCOMPLETE,2023-12-25,,
LN-08270910-10761,,,FALSE,PENDING,2023-11-11,LEGACY-CODE-6932,
LN-08270910-10762,TRUE,,TRUE,PENDING,2023-10-11,,
LN-08270910-10763,,,TRUE,PENDING,2023-06-18,,
LN-08270910-10764,TRUE,FALSE,,PENDING,2023-01-20,,
LN-08270910-10765,,FALSE,FALSE,PENDING,2024-13-45,,
LN-08270910-10766,TRUE,,,PENDING,2023-11-06,,0.53
LN-08270910-10767,,FALSE,,PENDING,2023-02-02,LEGACY-CODE-2804,
LN-08270910-10768,TRUE,,FALSE,PENDING,2023-06-02,,
LN-08270910-10769,FALSE,FALSE,FALSE,NULL,2023-11-10,,
LN-08270910-10770,TRUE,TRUE,TRUE,VERIFIED,2023-06-18,,
LN-08270910-10771,TRUE,FALSE,,PENDING,2023-08-06,,
LN-08270910-10772,TRUE,TRUE,TRUE,VERIFIED,2023-11-14,,0.99
LN-08270910-10773,,TRUE,FALSE,PENDING,2023-12-03,,
LN-08270910-10774,FALSE,FALSE,FALSE,NULL,2023-07-11,,
LN-08270910-10775,TRUE,TRUE,TRUE,VERIFIED,2023-02-13,,0.52
LN-08270910-10776,,TRUE,FALSE,PENDING,2023-08-08,,
LN-08270910-10777,TRUE,TRUE,TRUE,VERIFIED,2023-07-08,,
LN-08270910-10778,,FALSE,,PENDING,2023-02-15,,
LN-08270910-10779,FALSE,FALSE,FALSE,PENDING,2023-02-18,,
LN-08270910-10780,TRUE,TRUE,TRUE,VERIFIED,2023-09-15,,
LN-08270910-10781,,FALSE,,PENDING,2023-08-20,,
LN-08270910-10782,FALSE,,TRUE,PENDING,2023-05-03,,
LN-08270910-10783,TRUE,,,PENDING,2023-01-11,,
LN-08270910-10222,FALSE,,FALSE,PENDING,2023-04-14,,
LN-08270910-10785,,TRUE,,PENDING,2023-01-03,,
LN-08270910-10786,TRUE,TRUE,TRUE,VERIFIED,2023-02-02,,0.89
LN-08270910-10787,,FALSE,TRUE,PENDING,2023-06-08,LEGACY-CODE-5166,
LN-08270910-10788,FALSE,TRUE,,PENDING,2023-07-17,,0.98
LN-08270910-10789,TRUE,,,PENDING,2023-06-19,,
LN-08270910-10790,,,FALSE,PENDING,2023-12-25,,0.94
LN-08270910-10791,TRUE,FALSE,FALSE,PENDING,2023-01-02,,
LN-08270910-10792,,FALSE,,PENDING,2023-02-09,LEGACY-CODE-4440,
LN-08270910-10793,FALSE,,FALSE,PENDING,2023-09-07,,
LN-08270910-10794,,TRUE,,PENDING,2023-07-27,,0.69
LN-08270910-10795,TRUE,FALSE,,PENDING,2023-05-29,,
LN-08270910-10796,TRUE,TRUE,TRUE,VERIFIED,2024.05.10,,
LN-08270910-10797,,,,PENDING,2023-01-28,,
LN-08270910-10798,FALSE,TRUE,TRUE,PENDING,2023-08-26,,
LN-08270910-10799,TRUE,TRUE,TRUE,VERIFIED,2023-03-14,,
LN-08270910-10800,FALSE,TRUE,FALSE,PENDING,2023-08-19,,
LN-08270910-10801,FALSE,,TRUE,PENDING,2024-05-10,,
LN-08270910-10802,FALSE,FALSE,,PENDING,2023-06-03,,
LN-08270910-10803,TRUE,TRUE,TRUE,VERIFIED,2023-07-05,,
LN-08270910-10804,TRUE,,FALSE,PENDING,2023-06-03,,0.61
LN-08270910-10805,FALSE,FALSE,FALSE,PENDING,2023-05-29,,
LN-08270910-10806,TRUE,TRUE,TRUE,PENDING,2023-08-20,,
LN-08270910-10807,TRUE,FALSE,FALSE,PENDING,2023-08-07,LEGACY-CODE-6138,
LN-08270910-10808,,FALSE,,PENDING,2023-08-26,LEGACY-CODE-3004,0.78
LN-08270910-10809,FALSE,TRUE,TRUE,PENDING,2023-05-17,,
LN-08270910-10810,TRUE,TRUE,TRUE,VERIFIED,2023-03-26,,
LN-08270910-10811,TRUE,TRUE,TRUE,VERIFIED,2023-02-26,,
LN-08270910-10812,,FALSE,FALSE,PENDING,2023-12-22,,
LN-08270910-10813,FALSE,TRUE,TRUE,PENDING,2023-10-28,,
LN-08270910-10814,FALSE,TRUE,TRUE,PENDING,2023-10-17,,
LN-08270910-10815,TRUE,,TRUE,PENDING,2023-11-17,,0.67
LN-08270910-10816,TRUE,,,PENDING,2023-09-02,,
LN-08270910-10817,TRUE,TRUE,TRUE,VERIFIED,2023-09-07,,
LN-08270910-10818,TRUE,,TRUE,PENDING,2023-04-10,,0.74
LN-08270910-10819,FALSE,FALSE,TRUE,PENDING,2023-02-27,,
LN-08270910-10820,TRUE,TRUE,TRUE,VERIFIED,2023-11-14,,
LN-08270910-10821,TRUE,FALSE,FALSE,PENDING,2023-10-07,LEGACY-CODE-8032,
LN-08270910-10822,TRUE,FALSE,FALSE,PENDING,2023-08-17,,0.72
LN-08270910-10498,,,,PENDING,2023-04-10,,
LN-08270910-10824,,,TRUE,PENDING,2023-01-02,LEGACY-CODE-2280,0.69
LN-08270910-10825,TRUE,FALSE,,PENDING,2023-03-22,,
LN-08270910-10826,TRUE,FALSE,,PENDING,2023-05-19,,
LN-08270910-10827,,FALSE,,PENDING,2023-03-21,LEGACY-CODE-1174,0.75
LN-08270910-10828,FALSE,FALSE,TRUE,PENDING,2023-07-04,LEGACY-CODE-5192,0.87
LN-08270910-10829,TRUE,TRUE,TRUE,VERIFIED,2023-02-25,,
LN-08270910-10830,FALSE,FALSE,,PENDING,2023-07-23,LEGACY-CODE-7600,
LN-08270910-10831,TRUE,TRUE,TRUE,VERIFIED,2023-07-03,,
LN-08270910-10832,FALSE,,TRUE,PENDING,05-10-2024,,
LN-08270910-10833,FALSE,FALSE,,PENDING,2023-02-27,LEGACY-CODE-9031,
LN-08270910-10372,FALSE,TRUE,FALSE,PENDING,2023-01-03,,
LN-08270910-10835,,,TRUE,PENDING,2023-01-12,,
LN-08270910-10836,,FALSE,,PENDING,2023-01-16,,
LN-08270910-10837,,TRUE,,PENDING,2023-12-06,,
LN-08270910-10838,TRUE,TRUE,TRUE,VERIFIED,2023-03-05,LEGACY-CODE-7561,
LN-08270910-10839,TRUE,,TRUE,PENDING,2023-07-21,LEGACY-CODE-6029,0.84
LN-08270910-10840,FALSE,,TRUE,PENDING,2024-05-10,,
LN-08270910-10841,TRUE,FALSE,FALSE,PENDING,2023-09-12,LEGACY-CODE-8391,
LN-08270910-10842,,FALSE,TRUE,PENDING,2023-04-25,,
LN-08270910-10843,FALSE,FALSE,FALSE,PENDING,2023-07-23,LEGACY-CODE-6049,0.71
LN-08270910-10844,TRUE,TRUE,TRUE,PENDING,2023-03-21,,
LN-08270910-10845,,,TRUE,PENDING,2023-12-11,,
LN-08270910-10846,,,FALSE,PENDING,2023-06-28,,
LN-08270910-10847,,TRUE,FALSE,PENDING,2024-05-10,LEGACY-CODE-6136,
LN-08270910-10848,TRUE,TRUE,TRUE,VERIFIED,2023-12-28,,
LN-08270910-10849,TRUE,TRUE,TRUE,PENDING,2023-08-09,,
LN-08270910-10850,TRUE,TRUE,,PENDING,2023-09-10,,
LN-08270910-10851,,TRUE,,PENDING,2023-09-04,,
LN-08270910-10852,FALSE,,,PENDING,2023-04-24,,
LN-08270910-10853,,FALSE,,PENDING,2023-04-25,LEGACY-CODE-5295,0.84
LN-08270910-10854,,TRUE,FALSE,PENDING,2023-03-01,,
LN-08270910-10855,,,TRUE,PENDING,2023-07-01,,
LN-08270910-10856,,FALSE,,PENDING,2023-05-28,,
LN-08270910-10857,,FALSE,FALSE,PENDING,2023-03-15,,
LN-08270910-10858,,FALSE,,PENDING,2023-04-20,,
LN-08270910-10859,TRUE,FALSE,FALSE,PENDING,2023-03-16,,0.88
LN-08270910-10860,TRUE,,FALSE,PENDING,2023-04-26,LEGACY-CODE-6622,
LN-08270910-10861,TRUE,FALSE,FALSE,PENDING,2023-12-07,,
LN-08270910-10862,,FALSE,FALSE,PENDING,2023-05-17,,
LN-08270910-10863,,TRUE,TRUE,PENDING,2023-12-22,,0.51
LN-08270910-10864,TRUE,TRUE,TRUE,VERIFIED,2023-05-30,,
LN-08270910-10864,TRUE,TRUE,TRUE,INCOMPLETE,2023-05-30,,
LN-08270910-10865,,FALSE,FALSE,PENDING,2023-05-21,,
LN-08270910-10866,TRUE,,,PENDING,2023-10-29,,0.96
LN-08270910-10867,TRUE,FALSE,TRUE,PENDING,2023-12-19,LEGACY-CODE-7637,
LN-08270910-10868,,,TRUE,PENDING,2023-06-18,,
LN-08270910-10869,TRUE,TRUE,TRUE,VERIFIED,2023-01-04,,
LN-08270910-10870,,FALSE,TRUE,PENDING,2023-09-16,,
LN-08270910-10871,,TRUE,TRUE,PENDING,2023-04-21,,0.82
LN-08270910-10872,TRUE,TRUE,TRUE,VERIFIED,2023-10-02,,
LN-08270910-10873,FALSE,FALSE,,PENDING,2023-02-27,,
LN-08270910-10874,TRUE,,,PENDING,2023-11-22,,
LN-08270910-10875,FALSE,FALSE,,PENDING,2023-02-27,,
LN-08270910-10876,TRUE,FALSE,,PENDING,15/01/2023,LEGACY-CODE-9703,
LN-08270910-10877,FALSE,FALSE,TRUE,PENDING,2023-01-30,,
LN-08270910-10878,FALSE,FALSE,,PENDING,2023-02-07,,
LN-08270910-10879,,FALSE,FALSE,PENDING,2023-12-21,,
LN-08270910-10880,FALSE,TRUE,FALSE,PENDING,2023-03-30,,0.78
LN-08270910-10881,,TRUE,TRUE,PENDING,2023-04-23,,
LN-08270910-10882,FALSE,,FALSE,PENDING,2023-12-03,,
LN-08270910-10883,,TRUE,FALSE,PENDING,2023-11-21,LEGACY-CODE-9144,
LN-08270910-10884,FALSE,,FALSE,PENDING,2023-11-20,,
LN-08270910-10886,TRUE,TRUE,FALSE,PENDING,2023-06-27,,
LN-08270910-10887,,FALSE,TRUE,PENDING,2023-09-07,,
LN-08270910-10888,TRUE,TRUE,TRUE,VERIFIED,2023-06-16,,
LN-08270910-10889,TRUE,TRUE,FALSE,PENDING,2023-07-28,,
LN-08270910-10890,FALSE,FALSE,,PENDING,2023-01-30,,0.8
LN-08270910-10891,FALSE,TRUE,FALSE,PENDING,2023-11-01,,
LN-08270910-10892,TRUE,,FALSE,PENDING,2023-01-23,LEGACY-CODE-6235,
LN-08270910-10893,FALSE,FALSE,FALSE,MISSING,2023-08-17,,
LN-08270910-10894,FALSE,FALSE,FALSE,NULL,2023-08-31,,
LN-08270910-10895,TRUE,TRUE,TRUE,VERIFIED,2023-02-15,,0.61
LN-08270910-10896,TRUE,,,PENDING,2023-02-12,,
LN-08270910-10897,TRUE,TRUE,TRUE,VERIFIED,2023-12-20,,
LN-08270910-10898,FALSE,TRUE,,PENDING,2023-10-09,LEGACY-CODE-8116,
LN-08270910-10899,TRUE,TRUE,TRUE,VERIFIED,2023-11-26,,
LN-08270910-10900,TRUE,TRUE,TRUE,VERIFIED,2023-07-04,,0.92
LN-08270910-10901,FALSE,TRUE,TRUE,PENDING,2023-01-06,,
LN-08270910-10902,TRUE,FALSE,TRUE,PENDING,2023-02-08,LEGACY-CODE-7736,
LN-08270910-10903,TRUE,TRUE,TRUE,VERIFIED,2023-04-02,,
LN-08270910-10904,TRUE,TRUE,,PENDING,2024-05-10,,
LN-08270910-10905,,,,PENDING,2023-03-04,,
LN-08270910-10906,TRUE,TRUE,TRUE,VERIFIED,2024-01-01,,
LN-08270910-10907,FALSE,FALSE,TRUE,PENDING,2023-12-03,,
LN-08270910-10908,TRUE,TRUE,TRUE,VERIFIED,2023-06-08,,0.84
LN-08270910-10909,TRUE,,,PENDING,2023-07-17,,
LN-08270910-10910,TRUE,TRUE,TRUE,VERIFIED,2023-03-01,,0.73
LN-08270910-10911,FALSE,TRUE,FALSE,PENDING,2023-05-05,,
LN-08270910-10912,FALSE,,FALSE,PENDING,2023-10-11,,
LN-08270910-10913,TRUE,,TRUE,PENDING,2023-12-24,LEGACY-CODE-9543,
LN-08270910-10914,,FALSE,FALSE,PENDING,2023-06-12,LEGACY-CODE-8229,0.74
LN-08270910-10916,,FALSE,,PENDING,2024-01-01,,
LN-08270910-10917,FALSE,,TRUE,PENDING,2023-02-27,,0.66
LN-08270910-10918,,TRUE,,PENDING,2024-05-10,,
LN-08270910-10919,,FALSE,TRUE,PENDING,2023-07-06,,
LN-08270910-10920,TRUE,,,PENDING,2023-12-21,,
LN-08270910-10921,,TRUE,FALSE,PENDING,2023-07-02,LEGACY-CODE-9239,
LN-08270910-10922,FALSE,FALSE,FALSE,PENDING,2023-07-18,LEGACY-CODE-8526,
LN-08270910-10923,TRUE,TRUE,TRUE,PENDING,2023-04-15,,
LN-08270910-10924,FALSE,TRUE,,PENDING,2023-01-22,,0.8
LN-08270910-10925,TRUE,TRUE,TRUE,VERIFIED,2023-11-22,,
LN-08270910-10926,TRUE,TRUE,FALSE,PENDING,2023-07-22,,
LN-08270910-10927,TRUE,TRUE,TRUE,PENDING,2023-07-25,LEGACY-CODE-5400,
LN-08270910-10928,TRUE,FALSE,,PENDING,2023-11-30,,
LN-08270910-10929,FALSE,FALSE,,PENDING,2023-03-29,,
LN-08270910-10930,TRUE,TRUE,TRUE,VERIFIED,2023-09-30,,
LN-08270910-10931,,TRUE,,PENDING,2023-02-27,,
LN-08270910-10932,FALSE,TRUE,,PENDING,2024.05.10,,
LN-08270910-10933,TRUE,TRUE,TRUE,PENDING,2023-11-30,,
,TRUE,TRUE,TRUE,VERIFIED,2023-10-28,,
LN-08270910-10935,FALSE,FALSE,TRUE,PENDING,2023-11-09,,
LN-08270910-10936,,TRUE,TRUE,PENDING,2023-10-04,,
LN-08270910-10937,TRUE,,FALSE,PENDING,2023-01-17,,0.89
LN-08270910-10938,TRUE,,TRUE,PENDING,2023-03-10,,
LN-08270910-10025,TRUE,,,PENDING,2023-12-21,,0.98
LN-08270910-10940,TRUE,TRUE,TRUE,PENDING,2023-07-27,LEGACY-CODE-2046,
LN-08270910-10941,TRUE,FALSE,TRUE,PENDING,2023-09-29,,
LN-08270910-10942,,TRUE,,PENDING,2023-12-06,LEGACY-CODE-6218,
LN-08270910-10943,TRUE,FALSE,TRUE,PENDING,2023-10-05,,
LN-08270910-10944,,,,PENDING,2023-11-16,,
LN-08270910-10945,FALSE,TRUE,TRUE,PENDING,2023-07-17,,0.53
LN-08270910-10946,TRUE,FALSE,,PENDING,2023-09-27,,
LN-08270910-10947,FALSE,FALSE,FALSE,MISSING,2023-01-12,,
LN-08270910-10948,FALSE,,TRUE,PENDING,2023-10-05,,
LN-08270910-10949,FALSE,FALSE,TRUE,PENDING,2023-06-22,,0.91
LN-08270910-10950,TRUE,TRUE,TRUE,VERIFIED,2023-01-22,LEGACY-CODE-5139,
LN-08270910-10951,FALSE,FALSE,TRUE,PENDING,2023-06-22,,0.97
LN-08270910-10952,FALSE,,TRUE,PENDING,2023-12-18,,
LN-08270910-10953,TRUE,,,PENDING,2023-02-05,,0.85
LN-08270910-10954,TRUE,TRUE,,PENDING,2023-09-29,,
LN-08270910-10955,TRUE,TRUE,TRUE,VERIFIED,2023-12-28,LEGACY-CODE-4151,0.56
LN-08270910-10955,TRUE,TRUE,TRUE,INCOMPLETE,2023-12-28,LEGACY-CODE-4151,0.56
LN-08270910-10956,,,,PENDING,2023-01-14,,
LN-08270910-10957,TRUE,,TRUE,PENDING,2023-09-18,,
LN-08270910-10958,FALSE,FALSE,,PENDING,2023-01-13,LEGACY-CODE-2035,
LN-08270910-10959,FALSE,FALSE,,PENDING,2023-05-12,,
LN-08270910-10960,TRUE,TRUE,TRUE,VERIFIED,2024-05-10,,
LN-08270910-10961,TRUE,,TRUE,PENDING,2023-01-31,,
LN-08270910-10962,,,FALSE,PENDING,2023-11-24,LEGACY-CODE-1670,0.79
LN-08270910-10963,,TRUE,TRUE,PENDING,2023-01-05,LEGACY-CODE-9361,
LN-08270910-10964,,,,PENDING,2023-08-10,,
LN-08270910-10965,FALSE,FALSE,TRUE,PENDING,2023-10-29,,
LN-08270910-10966,FALSE,TRUE,,PENDING,2023-09-22,,
LN-08270910-10967,FALSE,FALSE,TRUE,PENDING,2023-03-20,,
LN-08270910-10968,TRUE,TRUE,TRUE,VERIFIED,2023-03-28,,
LN-08270910-10969,,,TRUE,PENDING,2023-07-12,,
LN-08270910-10970,TRUE,FALSE,TRUE,PENDING,2023-01-19,LEGACY-CODE-1870,
LN-08270910-10971,TRUE,TRUE,TRUE,VERIFIED,2023-08-22,,
LN-08270910-10972,FALSE,,,PENDING,2023-01-14,,
LN-08270910-10973,,,TRUE,PENDING,2023-11-14,,
LN-08270910-10974,TRUE,TRUE,,PENDING,2023-01-07,,
LN-08270910-10975,,,FALSE,PENDING,2023-10-21,,0.64
LN-08270910-10976,FALSE,,TRUE,PENDING,2023-09-06,,
LN-08270910-10977,FALSE,TRUE,,PENDING,2023-07-14,LEGACY-CODE-8414,0.81
LN-08270910-10978,FALSE,FALSE,,PENDING,2024-05-10,,
LN-08270910-10979,,FALSE,,PENDING,2023-05-25,,
LN-08270910-10980,TRUE,TRUE,FALSE,PENDING,2023-03-06,,0.66
LN-08270910-10981,,TRUE,TRUE,PENDING,2023-12-02,,
LN-08270910-10982,,FALSE,TRUE,PENDING,2023-10-12,,
LN-08270910-10983,,,,PENDING,2023-11-19,,
LN-08270910-10984,FALSE,TRUE,FALSE,PENDING,2023-07-30,,
LN-08270910-10985,FALSE,,TRUE,PENDING,2023-03-13,,
LN-08270910-10986,TRUE,TRUE,TRUE,PENDING,2023-01-15,,
LN-08270910-10987,FALSE,TRUE,,PENDING,2023-07-03,,
LN-08270910-10988,TRUE,TRUE,TRUE,VERIFIED,2023-08-09,,
LN-08270910-10989,TRUE,,,PENDING,15/01/2023,,
LN-08270910-10990,,FALSE,TRUE,PENDING,2023-05-21,,
LN-08270910-10991,FALSE,FALSE,TRUE,PENDING,2023-11-27,,0.93
LN-08270910-10992,TRUE,TRUE,,PENDING,2023-05-12,,
LN-08270910-10993,,FALSE,,PENDING,2023-05-03,,0.62
LN-08270910-10994,FALSE,,TRUE,PENDING,2023-06-18,LEGACY-CODE-1667,0.9
LN-08270910-10996,TRUE,,FALSE,PENDING,2023-03-19,,
LN-08270910-10997,,,FALSE,PENDING,2023-04-16,LEGACY-CODE-1034,
LN-08270910-10998,TRUE,FALSE,TRUE,PENDING,2023-11-10,,
LN-08270910-10999,,FALSE,,PENDING,2023-01-12,,
LN-08270910-11000,,TRUE,,PENDING,2023-01-20,,
LN-08270910-11001,,FALSE,FALSE,PENDING,2023-05-30,LEGACY-CODE-7093,0.61
LN-08270910-11002,TRUE,FALSE,,PENDING,2023-11-12,,0.88
LN-08270910-11003,TRUE,TRUE,TRUE,PENDING,2023-11-03,,
LN-08270910-11004,TRUE,FALSE,,PENDING,2023-09-23,LEGACY-CODE-6731,
LN-08270910-11005,,,FALSE,PENDING,2023-05-06,,
LN-08270910-10411,,TRUE,TRUE,PENDING,2023-05-26,LEGACY-CODE-8532,
LN-08270910-11007,,FALSE,TRUE,PENDING,2023-05-23,LEGACY-CODE-3526,
LN-08270910-11008,TRUE,,,PENDING,2023-07-13,,
LN-08270910-11009,TRUE,FALSE,,PENDING,2023-04-01,LEGACY-CODE-4002,
LN-08270910-11010,FALSE,FALSE,TRUE,PENDING,2023-05-17,LEGACY-CODE-4187,
LN-08270910-11011,,,FALSE,PENDING,2023-04-05,,0.69
LN-08270910-11012,,TRUE,,PENDING,2023-02-02,,
LN-08270910-11013,,FALSE,FALSE,PENDING,2023-08-27,,
LN-08270910-11014,FALSE,,FALSE,PENDING,2023-07-14,,
LN-08270910-11015,TRUE,TRUE,TRUE,VERIFIED,2023-11-29,,
LN-08270910-11016,TRUE,TRUE,,PENDING,2023-03-11,,
LN-08270910-11017,TRUE,TRUE,TRUE,VERIFIED,2023-09-08,,
LN-08270910-11017,TRUE,TRUE,TRUE,INCOMPLETE,2023-09-08,,
LN-08270910-11018,TRUE,TRUE,FALSE,PENDING,2023-10-21,LEGACY-CODE-6503,0.84
LN-08270910-11019,TRUE,FALSE,,PENDING,2023-08-19,,
LN-08270910-11020,TRUE,TRUE,TRUE,VERIFIED,2023-07-14,LEGACY-CODE-2948,
LN-08270910-11021,FALSE,TRUE,TRUE,PENDING,2023-04-28,,
LN-08270910-11022,TRUE,FALSE,,PENDING,2023-03-19,,0.89
LN-08270910-11023,FALSE,,FALSE,PENDING,2023-03-18,,
LN-08270910-11024,FALSE,FALSE,FALSE,MISSING,2023-01-04,,
LN-08270910-11025,TRUE,TRUE,TRUE,VERIFIED,2023-01-23,,0.86
LN-08270910-11026,,TRUE,,PENDING,2023-02-13,LEGACY-CODE-3702,
LN-08270910-11027,TRUE,FALSE,,PENDING,15/01/2023,LEGACY-CODE-3812,0.71
LN-08270910-11028,TRUE,,,PENDING,2023-05-03,,
LN-08270910-11029,,,,PENDING,2023-11-18,,
LN-08270910-11030,TRUE,FALSE,,PENDING,2023-10-03,,
LN-08270910-11031,TRUE,TRUE,TRUE,VERIFIED,2024-05-10,,
LN-08270910-11032,FALSE,FALSE,FALSE,PENDING,2023-08-15,LEGACY-CODE-8807,
LN-08270910-10133,TRUE,TRUE,FALSE,PENDING,2023-09-21,,0.86
LN-08270910-11034,FALSE,,TRUE,PENDING,2023-01-10,,0.54
LN-08270910-10893,TRUE,,FALSE,PENDING,2023-10-13,LEGACY-CODE-3409,0.85
LN-08270910-11037,TRUE,,FALSE,PENDING,2023-06-05,,0.87
LN-08270910-11038,TRUE,TRUE,TRUE,VERIFIED,2023-08-17,,
LN-08270910-11039,FALSE,,FALSE,PENDING,2023-01-21,,
LN-08270910-11040,FALSE,TRUE,FALSE,PENDING,2023-05-01,,
LN-08270910-11041,,TRUE,TRUE,PENDING,2023-09-21,,
LN-08270910-11042,TRUE,TRUE,,PENDING,2023-06-03,LEGACY-CODE-7370,
LN-08270910-11043,TRUE,FALSE,,PENDING,2023-09-18,LEGACY-CODE-8810,
LN-08270910-11044,,FALSE,FALSE,PENDING,2023-12-18,,
LN-08270910-11045,,FALSE,TRUE,PENDING,2023-02-19,,
LN-08270910-11046,,FALSE,FALSE,PENDING,2023-05-26,,0.59
LN-08270910-11047,TRUE,TRUE,TRUE,VERIFIED,2023-01-10,LEGACY-CODE-3578,
LN-08270910-11048,FALSE,FALSE,FALSE,MISSING,2023-09-04,LEGACY-CODE-7368,
LN-08270910-11049,FALSE,FALSE,FALSE,PENDING,2023-05-27,,
LN-08270910-11050,TRUE,TRUE,TRUE,VERIFIED,2024-05-10,,
LN-08270910-11051,,FALSE,FALSE,PENDING,2023-08-27,,
LN-08270910-11052,TRUE,,,PENDING,2023-04-09,,
LN-08270910-11053,TRUE,TRUE,TRUE,PENDING,2023-11-06,,
LN-08270910-11054,,FALSE,FALSE,PENDING,2023-07-24,,0.78
LN-08270910-11055,FALSE,,,PENDING,2023-10-05,,
LN-08270910-11056,,TRUE,TRUE,PENDING,2023-08-04,LEGACY-CODE-6067,0.96
LN-08270910-11057,TRUE,,TRUE,PENDING,2023-08-07,,
LN-08270910-11058,FALSE,FALSE,,PENDING,2023-08-20,,0.77
LN-ORPHAN-888,FALSE,,FALSE,PENDING,2023-04-02,,
LN-08270910-11060,,TRUE,TRUE,PENDING,2023-03-13,,
LN-08270910-11061,TRUE,,FALSE,PENDING,2023-04-04,,0.96
